dataordernr;SG;ADR;typedataset;CAT_dataset;label;drug;T01_affects;T01_augments;T01_bindswith;T01_bringsabout;T01_causes;T01_coexistswith;T01_complicates;T01_consumptioncontrolledby;T01_contains;T01_controlstransportof;T01_convertsto;T01_disrupts;T01_doesnotaffect;T01_doesnotaugment;T01_doesnotcause;T01_doesnotcoexistwith;T01_doesnotcomplicate;T01_doesnotconvertto;T01_doesnotdisrupt;T01_doesnotinhibit;T01_doesnotinteractwith;T01_doesnotpredispose;T01_doesnotprevent;T01_doesnotproduce;T01_doesnotstimulate;T01_doesnottreat;T01_doesnotuse;T01_exhibits;T01_indicates;T01_inhibits;T01_interactswith;T01_isa;T01_isadministeredto;T01_isassociatedwith;T01_isclassifiedas;T01_iscomparedwith;T01_isderivativeof;T01_isfunctionallyrelatedto;T01_ishigherthan;T01_isingredientof;T01_islocationof;T01_islowerthan;T01_ismanifestationof;T01_ismodifiedby;T01_isnota;T01_isnotadministeredto;T01_isnotassociatedwith;T01_isnothigherthan;T01_isnotlocationof;T01_isnotlowerthan;T01_isnotpartof;T01_isnotprocessof;T01_isnotthesameas;T01_isparentof;T01_ispartof;T01_isprocessof;T01_isthesameas;T01_istributaryof;T01_manages;T01_precedes;T01_predisposes;T01_prevents;T01_produces;T01_stimulates;T01_targets;T01_traverses;T01_treats;T01_uses;T12_affects;T12_augments;T12_bringsabout;T12_causes;T12_coexistswith;T12_complicates;T12_diagnoses;T12_disrupts;T12_doesnotaffect;T12_doesnotaugment;T12_doesnotcause;T12_doesnotcoexistwith;T12_doesnotcomplicate;T12_doesnotdisrupt;T12_doesnotoccurin;T12_doesnotprecede;T12_doesnotpredispose;T12_doesnotprevent;T12_doesnotproduce;T12_doesnottreat;T12_geneproductisbiomarkertype;T12_geneproductmalfunction;T12_geneproductvariantcauses;T12_geneproductvariantresultsinabnormal;T12_indicates;T12_inhibits;T12_isa;T12_isadministeredto;T12_isassociatedwith;T12_isconceptuallyrelatedto;T12_isfunctionallyrelatedto;T12_islocatedat;T12_islocationof;T12_ismanifestationof;T12_isnota;T12_isnotassociatedwith;T12_isnotlocationof;T12_isnotmanifestationof;T12_isnotprocessof;T12_isparentof;T12_isprocessof;T12_measures;T12_occursin;T12_ortholog;T12_precedes;T12_predisposes;T12_prevents;T12_produces;T12_treats
3058;3;4;EV37;3;POS;ropinirole;0;0;0;74;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;7;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;5;0;25;0;0;27;63;1;0;0;3;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;59;1;0;0;0;0;0;0;0;0;0;18;10;0;0;0
3230;3;6;EV37;3;POS;ropinirole;0;0;0;158;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;3;4;19;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;11;0;23;0;0;60;129;19;0;0;3;2;2;16;2;0;0;0;5;0;0;0;0;0;0;0;0;0;11;0;20;0;0;0;0;70;5;2;0;0;0;2;0;0;0;0;34;27;0;0;0
3402;3;7;EV37;3;POS;ropinirole;0;0;0;92;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;13;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;16;5;0;47;76;10;0;0;1;0;3;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11;0;4;0;0;0;0;31;3;0;0;0;0;1;0;0;0;0;10;10;0;0;0
3574;3;8;EV37;3;POS;ropinirole;2;0;1;53;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4;2;2;11;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3;3;0;2;0;13;0;0;40;67;15;0;0;0;0;3;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;19;0;0;0;1;0;0;0;0;0;0;23;11;0;0;0
2551;3;1;EV37;3;POS;succimer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;10;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2723;3;2;EV37;3;POS;succimer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;5;6;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
2895;3;3;EV37;3;POS;succimer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
3067;3;4;EV37;3;POS;succimer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
3239;3;6;EV37;3;POS;succimer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;7;16;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;4;3;0;0;0
3411;3;7;EV37;3;POS;succimer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;11;25;2;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;13;1;0;0;0;0;5;0;0;0;0;9;9;0;0;0
3583;3;8;EV37;3;POS;succimer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;6;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0
2557;3;1;EV37;3;POS;terbutaline;27;6;1;0;9;16;0;1;0;0;0;7;2;1;0;3;0;0;1;2;6;0;1;0;1;0;0;0;10;26;23;1;7;1;0;12;1;0;3;1;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9;1;32;0;0;17;0;14;1;0;38;56;11;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;49;0;0;0;0;0;1;0;0;0;0;5;7;0;0;0
2729;3;2;EV37;3;POS;terbutaline;22;9;1;1;5;15;0;0;0;0;0;8;5;0;1;3;0;0;2;5;3;0;1;0;0;0;0;0;8;20;28;0;5;1;1;19;0;0;7;1;9;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;9;1;27;0;0;20;1;64;11;0;81;150;52;0;0;9;1;10;33;4;0;0;12;11;0;0;0;0;0;0;0;0;0;14;0;14;0;0;0;0;9;6;1;0;2;0;3;0;0;0;0;73;60;0;0;0
2901;3;3;EV37;3;POS;terbutaline;23;6;0;0;6;12;0;0;0;0;0;7;4;0;1;3;0;0;2;1;4;0;1;0;1;1;0;0;10;26;28;0;7;1;1;16;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;7;1;23;0;0;18;1;25;5;0;83;109;43;0;0;4;0;2;10;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;5;0;0;0;0;36;1;0;0;1;0;4;0;0;1;0;24;40;0;0;0
3073;3;4;EV37;3;POS;terbutaline;18;8;0;2;7;15;0;0;0;0;0;8;3;1;1;3;0;0;1;1;6;0;1;0;2;1;0;0;4;18;31;0;3;0;0;19;0;0;8;0;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;0;20;0;0;16;2;28;0;0;33;78;6;0;0;3;0;5;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;41;2;0;0;1;0;2;0;0;0;0;30;15;0;0;0
3245;3;6;EV37;3;POS;terbutaline;27;7;0;4;9;13;0;0;0;0;0;12;3;2;0;2;0;0;2;2;4;0;2;0;2;0;0;0;10;26;20;0;6;1;0;24;0;0;9;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;3;0;0;0;0;10;0;25;0;0;24;1;22;3;0;38;91;15;0;0;3;1;6;11;0;0;0;1;5;0;0;0;0;0;0;0;0;0;5;0;16;0;0;0;0;27;2;3;0;0;0;1;0;0;0;0;18;13;0;0;0
3417;3;7;EV37;3;POS;terbutaline;17;0;0;0;2;14;0;0;0;0;0;8;2;0;0;1;0;0;1;0;5;0;2;0;1;0;0;0;8;20;13;2;6;1;0;12;2;0;2;2;9;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;11;0;21;0;0;18;0;13;0;0;49;57;10;0;0;1;0;3;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;7;11;0;0;0
3589;3;8;EV37;3;POS;terbutaline;25;3;1;0;4;7;0;0;0;0;2;5;2;0;1;3;0;0;1;1;1;0;1;0;1;1;0;0;9;13;15;1;6;1;0;6;0;1;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;6;0;22;0;0;16;2;22;0;0;37;58;22;0;0;0;0;4;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;31;0;0;0;1;0;1;0;0;0;0;13;14;0;0;0
2568;3;1;EV37;3;POS;triptorelin pamoate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;6;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2740;3;2;EV37;3;POS;triptorelin pamoate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;5;12;3;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0
2912;3;3;EV37;3;POS;triptorelin pamoate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;16;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;3;2;0;0;0
3084;3;4;EV37;3;POS;triptorelin pamoate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;5;0;0;0;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0
3256;3;6;EV37;3;POS;triptorelin pamoate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;0;0;6;18;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;34;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0
3428;3;7;EV37;3;POS;triptorelin pamoate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;10;17;4;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0
3600;3;8;EV37;3;POS;triptorelin pamoate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0
2571;3;1;EV37;3;POS;valproic acid;82;11;1;0;28;49;0;0;0;0;4;14;2;0;3;7;0;0;2;4;14;0;1;0;3;3;0;0;40;83;83;5;16;31;0;30;0;0;13;2;5;4;0;0;2;0;3;1;1;0;0;0;2;4;2;0;1;18;0;0;5;13;1;92;0;0;49;0;35;5;0;118;154;27;0;0;6;0;4;11;1;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;8;0;0;0;0;164;2;0;0;0;0;6;1;0;0;0;25;17;0;0;1
2743;3;2;EV37;3;POS;valproic acid;68;22;0;0;24;36;1;0;0;0;1;21;7;5;3;4;0;0;2;4;11;0;1;0;2;2;0;0;20;67;68;3;19;31;0;12;0;0;4;1;5;1;0;0;1;0;2;0;1;0;0;0;1;0;2;0;1;9;0;0;5;15;1;51;0;0;54;5;90;18;0;126;268;65;0;0;11;3;12;39;1;0;0;18;13;0;0;1;0;0;0;0;0;0;20;0;24;0;0;0;0;15;7;3;0;1;0;1;1;0;0;0;130;100;0;0;1
2915;3;3;EV37;3;POS;valproic acid;87;14;0;0;32;45;1;0;1;0;2;20;9;3;3;8;0;0;3;2;13;0;1;0;1;5;0;0;56;93;96;4;24;34;0;28;0;0;13;0;5;5;0;0;0;0;4;1;2;0;0;0;0;4;3;0;3;15;0;0;8;14;1;81;0;0;53;4;50;8;0;174;316;98;0;0;11;0;6;19;0;0;0;0;5;0;0;0;0;0;0;0;0;0;7;0;14;0;0;0;0;120;4;1;0;3;0;6;2;0;1;0;53;68;1;0;1
3087;3;4;EV37;3;POS;valproic acid;38;10;0;0;16;27;0;0;0;0;0;9;4;0;3;3;0;0;1;3;10;0;1;0;1;2;0;0;22;30;53;3;8;15;0;21;0;0;6;1;9;4;0;0;1;0;3;0;2;0;0;0;1;0;5;0;0;3;0;0;3;10;2;31;0;0;34;3;31;0;0;48;106;6;0;0;4;0;6;7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0;0;62;3;0;0;1;0;1;2;0;0;0;36;19;1;0;1
3259;3;6;EV37;3;POS;valproic acid;120;18;0;0;39;74;1;0;1;0;2;29;15;5;9;10;0;0;6;5;12;1;2;0;3;7;0;0;59;88;105;11;52;53;1;56;0;0;26;2;12;9;0;0;3;0;7;2;0;0;0;0;2;5;3;0;3;10;0;0;10;23;0;108;0;0;93;3;60;7;0;126;288;34;0;0;13;2;11;29;1;0;0;2;8;0;0;1;0;0;0;0;0;0;33;0;26;0;0;0;0;195;7;2;0;0;0;8;0;0;0;0;47;56;0;0;2
3431;3;7;EV37;3;POS;valproic acid;123;22;0;0;35;50;0;0;1;0;3;24;8;7;9;10;0;0;6;3;14;0;0;0;5;0;0;0;40;82;69;7;30;38;2;33;0;0;16;2;16;8;0;0;3;1;2;1;0;0;0;0;2;3;6;0;4;12;0;0;6;14;0;97;0;0;69;0;56;6;0;163;275;35;0;0;6;0;9;20;1;0;0;2;3;0;0;0;0;0;0;0;0;0;39;0;12;0;0;0;0;125;7;1;0;0;0;13;0;0;0;0;41;35;0;0;2
3603;3;8;EV37;3;POS;valproic acid;83;11;0;0;18;27;1;1;1;0;3;6;2;1;2;4;0;0;1;2;7;0;0;0;3;2;0;0;32;66;50;4;15;22;0;13;0;0;5;1;4;2;0;0;1;0;0;0;0;0;0;0;1;3;2;0;0;20;0;0;4;9;2;61;0;0;46;1;25;0;0;85;147;33;0;0;1;0;6;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;74;0;0;0;1;0;3;0;0;0;0;35;24;1;0;1
2572;3;1;EV37;3;POS;venlafaxine;16;3;1;54;20;30;0;2;0;0;0;8;0;0;0;4;0;0;0;4;8;1;0;0;3;2;0;0;0;28;58;4;0;0;0;28;0;0;10;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;6;2;1;23;0;0;26;0;19;2;0;63;81;14;0;0;3;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;90;0;0;0;0;0;1;0;0;0;0;11;10;0;0;0
2744;3;2;EV37;3;POS;venlafaxine;31;9;1;79;21;24;0;1;0;0;0;11;6;1;0;5;0;0;1;10;6;0;0;0;2;2;0;0;0;22;43;5;0;1;1;18;0;0;10;1;3;0;0;0;2;0;0;1;0;0;0;0;1;2;2;0;4;0;0;0;6;7;1;22;0;0;44;0;75;16;0;100;216;62;0;0;14;4;15;42;1;0;0;17;18;0;0;0;0;0;0;0;0;0;14;0;26;0;0;0;0;10;9;3;0;2;0;2;0;0;0;0;106;89;0;0;0
2916;3;3;EV37;3;POS;venlafaxine;24;5;1;76;20;26;0;2;0;0;0;5;3;0;0;3;0;0;0;5;7;1;0;0;4;1;0;0;0;21;43;5;0;0;1;21;0;0;11;1;6;0;0;0;1;0;0;0;0;0;0;0;1;1;3;0;1;0;0;0;9;6;1;21;0;0;28;0;35;6;0;112;187;61;0;0;5;0;5;12;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;13;0;0;0;0;53;3;2;0;1;0;2;0;0;1;0;38;56;0;0;0
3088;3;4;EV37;3;POS;venlafaxine;16;5;0;43;15;15;1;0;0;0;0;3;3;0;1;4;0;0;1;2;6;0;0;0;2;1;0;0;0;14;38;4;0;0;0;18;0;0;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;3;7;0;15;0;0;23;0;30;0;0;42;95;4;0;0;2;0;5;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;62;3;0;0;0;0;0;1;0;0;0;28;16;0;0;0
3260;3;6;EV37;3;POS;venlafaxine;29;6;1;101;30;29;1;1;0;0;0;12;4;1;1;7;0;0;1;5;4;1;1;0;3;2;0;0;0;28;57;9;0;0;1;28;0;0;10;2;10;1;0;0;1;0;0;0;2;0;0;0;1;1;3;0;2;0;0;0;6;10;0;26;0;0;57;0;46;4;0;90;191;22;0;0;9;3;7;26;2;0;0;1;7;0;0;0;0;0;0;0;0;0;17;0;26;0;0;0;0;86;6;3;0;0;0;6;0;0;0;0;48;42;0;0;0
3432;3;7;EV37;3;POS;venlafaxine;16;5;0;59;24;19;1;1;0;0;0;6;1;2;1;2;0;0;1;1;5;0;0;0;2;2;0;0;0;17;39;3;0;0;0;31;0;0;18;2;6;2;0;0;0;0;0;0;1;0;0;0;0;0;3;0;5;0;0;0;4;7;0;22;0;0;35;0;33;4;0;88;133;17;0;0;2;0;5;13;1;0;0;1;2;0;0;0;0;0;0;0;0;0;15;0;8;0;0;0;0;61;4;1;0;0;0;2;0;0;0;0;17;19;0;0;0
3604;3;8;EV37;3;POS;venlafaxine;18;3;0;44;18;15;1;0;0;0;0;2;2;1;1;2;0;0;1;5;6;0;0;0;1;1;0;0;0;13;27;5;0;0;1;20;0;0;11;1;2;1;0;0;2;0;0;1;0;0;0;0;1;2;1;0;3;0;0;0;5;5;0;10;0;0;29;0;22;0;0;55;100;26;0;0;0;0;5;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;28;0;0;0;1;0;1;0;0;0;0;23;17;0;0;0
2573;3;1;EV37;3;POS;verapamil;48;15;2;8;20;58;1;0;0;0;3;25;12;1;1;5;0;0;6;9;27;1;3;1;4;8;0;0;22;93;110;1;7;6;0;30;0;0;9;1;6;4;0;0;1;0;0;4;3;0;0;0;1;0;4;0;2;0;0;0;2;16;0;63;0;0;48;0;30;3;0;91;123;17;0;0;3;0;3;11;1;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;8;0;0;0;0;105;2;0;0;0;0;5;0;0;0;0;16;14;0;0;0
2745;3;2;EV37;3;POS;verapamil;92;34;0;14;42;73;1;0;0;0;2;40;29;9;3;7;0;0;6;12;40;1;4;0;6;22;0;0;20;102;143;6;15;11;2;56;0;0;24;1;15;5;0;0;2;0;2;2;5;0;0;0;1;3;3;0;2;0;0;0;5;32;1;69;0;0;85;2;137;20;0;176;403;99;1;0;22;4;21;69;4;0;0;26;21;0;0;0;0;0;0;0;0;0;24;0;39;0;0;0;0;25;13;3;0;2;0;4;1;1;0;0;196;139;0;0;1
2917;3;3;EV37;3;POS;verapamil;57;27;1;10;27;79;1;0;0;0;0;22;20;6;1;8;0;0;4;10;43;1;3;1;5;13;0;0;20;118;139;5;14;8;2;52;0;0;22;1;9;6;0;0;3;0;0;3;4;0;0;0;2;4;5;0;4;0;0;0;3;16;4;83;0;0;43;3;53;6;0;170;262;73;1;0;11;0;8;17;0;0;0;0;5;0;0;0;0;0;0;0;1;0;6;0;14;0;0;0;0;87;5;1;0;3;0;4;1;0;1;0;48;69;0;0;0
3089;3;4;EV37;3;POS;verapamil;44;19;0;12;22;53;1;0;0;0;1;20;14;3;0;6;0;0;2;16;27;1;2;0;3;16;0;0;15;77;93;2;5;2;0;26;0;0;12;1;15;4;0;0;2;0;0;0;5;0;0;0;1;1;4;0;1;0;0;0;3;13;0;55;0;0;34;1;43;0;0;56;157;6;1;0;4;0;7;14;0;0;0;1;1;0;0;0;0;0;0;0;0;0;12;0;1;0;0;0;0;72;3;0;0;1;0;1;1;0;0;0;39;17;0;0;0
3261;3;6;EV37;3;POS;verapamil;77;37;2;27;36;80;1;0;0;0;3;29;29;6;3;8;0;0;6;18;52;1;4;1;7;26;0;0;23;122;134;3;16;8;0;59;0;0;27;2;14;8;0;0;3;0;0;3;8;0;0;0;6;0;7;0;12;0;0;0;6;29;3;100;0;0;78;1;50;5;0;91;222;20;0;0;7;1;7;23;1;0;0;2;6;0;0;0;0;0;0;0;0;0;20;0;28;0;0;0;0;114;5;3;0;0;0;4;0;0;0;0;37;36;0;0;0
3433;3;7;EV37;3;POS;verapamil;53;19;1;12;29;60;1;1;0;0;0;33;19;3;5;5;0;0;3;14;36;0;4;1;7;18;0;0;16;87;96;3;11;6;0;53;0;0;24;2;11;6;0;0;3;0;0;2;4;0;0;0;2;1;4;0;7;0;0;0;5;22;1;64;1;0;61;1;39;2;0;105;188;24;0;0;4;0;6;18;1;0;0;1;1;0;0;0;0;0;0;0;0;0;16;0;6;0;0;0;0;68;4;1;0;0;0;2;0;0;0;0;28;28;0;0;0
3605;3;8;EV37;3;POS;verapamil;45;15;1;9;20;39;1;0;0;0;1;14;9;1;2;6;0;0;2;9;22;1;3;0;3;9;0;0;15;60;66;3;10;5;0;36;0;0;19;1;6;7;0;0;1;0;0;2;1;0;0;0;2;2;2;0;4;0;0;0;1;14;0;34;2;0;47;1;28;0;0;69;139;30;1;0;1;0;6;8;0;0;0;0;4;0;0;0;0;0;0;0;1;0;6;0;1;0;0;0;0;65;0;0;0;1;0;2;0;0;0;0;29;20;0;0;0
2574;3;1;EV37;3;POS;vincristine;32;11;0;7;29;57;0;0;0;1;2;18;4;0;3;11;0;0;1;0;14;0;0;0;5;6;0;0;23;52;67;2;16;12;1;34;0;0;10;1;5;4;0;0;1;0;0;3;0;0;0;0;0;1;2;0;2;0;0;0;6;3;3;47;0;0;42;12;22;4;0;93;106;17;0;0;3;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;0;0;0;0;99;1;0;0;0;0;4;0;0;0;0;20;13;0;0;1
2746;3;2;EV37;3;POS;vincristine;33;11;0;9;31;35;0;0;0;0;0;7;8;0;3;3;0;0;1;2;9;0;0;0;5;5;0;0;19;32;42;2;10;11;0;14;0;0;6;1;7;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;4;7;2;31;0;0;40;3;62;14;0;90;199;42;0;0;11;4;12;28;2;0;0;12;13;0;0;1;0;0;0;0;0;0;18;0;21;0;0;0;0;18;8;2;0;2;0;3;1;0;0;0;79;62;0;0;1
2918;3;3;EV37;3;POS;vincristine;40;12;0;8;33;50;0;0;0;0;2;9;10;0;3;6;0;0;1;3;14;0;0;1;3;7;0;0;33;61;65;4;15;17;0;27;0;0;7;0;9;2;0;0;0;0;0;1;2;0;0;0;1;2;2;0;0;1;0;0;5;5;5;35;0;0;60;8;36;4;0;134;233;63;0;0;6;0;4;17;1;0;0;0;4;0;0;0;0;0;0;0;0;0;6;0;12;0;0;0;0;91;4;1;0;2;0;6;0;0;1;0;39;50;1;0;1
3090;3;4;EV37;3;POS;vincristine;20;5;0;4;14;26;0;0;0;0;0;3;2;0;4;4;0;0;0;1;8;0;0;0;4;2;0;0;11;27;35;2;3;6;0;13;0;0;4;1;13;1;0;0;1;0;0;1;1;0;0;0;0;2;0;0;1;0;0;0;2;3;1;25;0;0;21;4;31;0;0;38;95;3;0;0;3;0;7;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;55;3;0;0;0;0;0;0;0;0;0;25;16;1;0;1
