dataordernr;SG;ADR;typedataset;CAT_dataset;label;drug;T01_affects;T01_augments;T01_bindswith;T01_bringsabout;T01_causes;T01_coexistswith;T01_complicates;T01_consumptioncontrolledby;T01_contains;T01_controlstransportof;T01_convertsto;T01_disrupts;T01_doesnotaffect;T01_doesnotaugment;T01_doesnotcause;T01_doesnotcoexistwith;T01_doesnotcomplicate;T01_doesnotconvertto;T01_doesnotdisrupt;T01_doesnotinhibit;T01_doesnotinteractwith;T01_doesnotpredispose;T01_doesnotprevent;T01_doesnotproduce;T01_doesnotstimulate;T01_doesnottreat;T01_doesnotuse;T01_exhibits;T01_indicates;T01_inhibits;T01_interactswith;T01_isa;T01_isadministeredto;T01_isassociatedwith;T01_isclassifiedas;T01_iscomparedwith;T01_isderivativeof;T01_isfunctionallyrelatedto;T01_ishigherthan;T01_isingredientof;T01_islocationof;T01_islowerthan;T01_ismanifestationof;T01_ismodifiedby;T01_isnota;T01_isnotadministeredto;T01_isnotassociatedwith;T01_isnothigherthan;T01_isnotlocationof;T01_isnotlowerthan;T01_isnotpartof;T01_isnotprocessof;T01_isnotthesameas;T01_isparentof;T01_ispartof;T01_isprocessof;T01_isthesameas;T01_istributaryof;T01_manages;T01_precedes;T01_predisposes;T01_prevents;T01_produces;T01_stimulates;T01_targets;T01_traverses;T01_treats;T01_uses;T12_affects;T12_augments;T12_bringsabout;T12_causes;T12_coexistswith;T12_complicates;T12_diagnoses;T12_disrupts;T12_doesnotaffect;T12_doesnotaugment;T12_doesnotcause;T12_doesnotcoexistwith;T12_doesnotcomplicate;T12_doesnotdisrupt;T12_doesnotoccurin;T12_doesnotprecede;T12_doesnotpredispose;T12_doesnotprevent;T12_doesnotproduce;T12_doesnottreat;T12_geneproductisbiomarkertype;T12_geneproductmalfunction;T12_geneproductvariantcauses;T12_geneproductvariantresultsinabnormal;T12_indicates;T12_inhibits;T12_isa;T12_isadministeredto;T12_isassociatedwith;T12_isconceptuallyrelatedto;T12_isfunctionallyrelatedto;T12_islocatedat;T12_islocationof;T12_ismanifestationof;T12_isnota;T12_isnotassociatedwith;T12_isnotlocationof;T12_isnotmanifestationof;T12_isnotprocessof;T12_isparentof;T12_isprocessof;T12_measures;T12_occursin;T12_ortholog;T12_precedes;T12_predisposes;T12_prevents;T12_produces;T12_treats;BIN_DILI;pseudoprobMLP_IV33test1155;pseudoprobRF_IV33test1155;probLogistic_IV33test1155;pseudoprobSVM_IV33test1155
3196;3;6;IV33;2;NEG;miglitol;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;,51;,09;,447;,418
3368;3;7;IV33;2;NEG;miglitol;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,509;,5;,437;,383
3540;3;8;IV33;2;NEG;miglitol;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,509;,688;,444;,395
2509;3;1;IV33;2;NEG;miglustat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;,509;,66;,434;,377
2681;3;2;IV33;2;NEG;miglustat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;,509;,53;,43;,386
2853;3;3;IV33;2;NEG;miglustat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0;,509;,48;,432;,378
3025;3;4;IV33;2;NEG;miglustat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;2;2;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;,504;,65;,373;,323
3197;3;6;IV33;2;NEG;miglustat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;6;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;,51;,38;,443;,394
3369;3;7;IV33;2;NEG;miglustat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;,51;,31;,443;,396
3541;3;8;IV33;2;NEG;miglustat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,508;,555;,427;,367
2515;3;1;IV33;2;POS;nilutamide;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;2;1;0;8;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;1;,517;,32;,532;,517
2687;3;2;IV33;2;POS;nilutamide;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;12;4;0;18;38;10;0;0;4;0;4;4;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;14;0;0;0;1;,917;,54;,477;,624
2859;3;3;IV33;2;POS;nilutamide;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;1;0;23;25;13;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;7;1;1;0;0;0;2;0;0;0;0;10;15;0;0;0;1;,772;,36;,57;,564
3031;3;4;IV33;2;POS;nilutamide;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;7;0;0;8;23;0;0;0;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;22;1;0;0;0;0;0;0;0;0;0;9;4;0;0;0;1;,564;,53;,5;,527
3203;3;6;IV33;2;POS;nilutamide;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;3;0;25;47;10;0;0;4;1;2;9;1;0;0;1;3;0;0;0;0;0;0;0;0;0;2;0;17;0;0;0;0;21;0;1;0;0;0;2;0;0;0;0;15;14;0;0;0;1;,964;,58;,627;,684
3375;3;7;IV33;2;POS;nilutamide;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;5;0;0;15;22;6;0;0;2;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;1;,614;,43;,51;,56
3547;3;8;IV33;2;POS;nilutamide;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;0;0;8;16;2;0;0;0;0;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;,518;,34;,497;,476
2533;3;1;IV33;2;POS;raltegravir;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;8;2;0;31;33;6;0;0;3;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;35;2;0;0;0;0;3;0;0;0;0;7;8;0;0;0;1;,892;,85;,615;,598
2705;3;2;IV33;2;POS;raltegravir;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;17;4;0;15;35;4;0;0;2;0;2;7;0;0;0;2;2;0;0;0;0;0;0;0;0;0;3;0;5;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;21;20;0;0;0;1;,832;,67;,491;,538
2877;3;3;IV33;2;POS;raltegravir;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;8;2;0;34;53;18;0;0;1;0;1;9;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;19;1;1;0;1;0;3;0;0;0;0;14;20;0;0;0;1;,957;,72;,684;,691
3049;3;4;IV33;2;POS;raltegravir;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;0;13;19;1;0;0;3;0;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;11;1;0;0;0;0;1;0;0;0;0;7;5;0;0;0;1;,545;,64;,466;,475
3221;3;6;IV33;2;POS;raltegravir;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;16;3;0;28;69;11;0;0;2;1;4;11;1;0;0;1;2;0;0;0;0;0;0;0;0;0;9;0;7;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;12;15;0;0;0;1;,975;,89;,584;,707
3393;3;7;IV33;2;POS;raltegravir;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;12;1;0;41;64;11;0;0;3;0;4;7;1;0;0;1;1;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;25;1;0;0;0;0;1;0;0;0;0;16;14;0;0;0;1;,972;,86;,614;,74
3565;3;8;IV33;2;POS;raltegravir;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;0;8;21;5;0;0;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;8;6;0;0;0;1;,531;,57;,52;,515
2534;3;1;IV33;2;NEG;ramelteon;5;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;9;0;9;1;0;15;18;5;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;,509;,24;,48;,443
2706;3;2;IV33;2;NEG;ramelteon;5;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;19;0;17;4;0;20;47;11;0;0;3;0;1;10;1;0;0;6;1;0;0;0;0;0;0;0;0;0;4;0;6;0;0;0;0;3;3;1;0;1;0;0;0;0;0;0;20;19;0;0;0;0;,124;,4;,371;,617
2878;3;3;IV33;2;NEG;ramelteon;3;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;12;0;9;5;0;21;31;8;0;0;2;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;9;1;1;0;0;0;0;1;0;1;0;6;18;0;0;0;0;,404;,23;,37;,394
3050;3;4;IV33;2;NEG;ramelteon;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;8;0;7;0;0;5;19;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;10;1;0;0;0;0;0;1;0;0;0;5;3;0;0;0;0;,503;,3;,37;,389
3222;3;6;IV33;2;NEG;ramelteon;4;0;0;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;20;0;9;1;0;20;39;5;0;0;2;0;2;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;12;0;0;0;0;12;2;2;0;0;0;0;0;0;0;0;9;13;0;0;0;0;,162;,22;,461;,44
3394;3;7;IV33;2;NEG;ramelteon;2;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;11;0;8;2;0;21;19;5;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;3;4;0;0;0;0;,265;,19;,468;,47
3566;3;8;IV33;2;NEG;ramelteon;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;8;0;5;0;0;10;19;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;,511;,3;,503;,44
2537;3;1;IV33;2;NEG;rimantadine;3;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;0;2;1;0;16;19;4;0;0;1;0;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;3;6;0;0;0;0;,511;,41;,465;,416
2709;3;2;IV33;2;NEG;rimantadine;5;0;0;7;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;15;0;11;2;0;14;28;6;0;0;3;0;2;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4;0;8;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;8;11;0;0;0;0;,04;,33;,395;,361
2881;3;3;IV33;2;NEG;rimantadine;4;0;0;8;3;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;18;0;12;3;0;21;37;15;0;0;1;0;0;6;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;8;13;0;0;0;0;,344;,3;,428;,393
3053;3;4;IV33;2;NEG;rimantadine;4;0;0;6;3;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;13;0;6;0;0;9;19;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;,409;,27;,379;,334
3225;3;6;IV33;2;NEG;rimantadine;8;0;0;14;3;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;33;0;13;3;0;22;51;7;0;0;3;1;2;15;1;0;0;1;4;0;0;0;0;0;0;0;0;0;4;0;13;0;0;0;0;13;2;2;0;0;0;0;0;0;0;0;9;12;0;0;0;0;,0580000000000001;,35;,392;,295
3397;3;7;IV33;2;NEG;rimantadine;4;0;0;5;3;0;0;0;0;0;0;2;1;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;23;0;11;2;0;27;40;7;0;0;2;0;5;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;7;2;1;0;0;0;0;0;0;0;0;12;6;0;0;0;0;,07;,33;,408;,436
3569;3;8;IV33;2;NEG;rimantadine;4;0;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;18;0;6;0;0;14;19;5;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;,494;,27;,5;,389
2540;3;1;IV33;2;NEG;rocuronium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;0;27;36;6;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;35;2;0;0;0;0;3;0;0;0;0;8;4;0;0;0;0;,764;,64;,588;,525
2712;3;2;IV33;2;NEG;rocuronium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;7;0;45;65;23;0;0;9;3;5;11;0;0;0;8;7;0;0;0;0;0;0;0;0;0;6;0;7;0;0;0;0;5;3;0;0;0;0;1;0;0;0;0;42;33;0;0;0;0;,281;,42;,39;,476
2884;3;3;IV33;2;NEG;rocuronium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;6;0;54;66;36;0;0;4;0;3;7;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;5;0;0;0;0;27;3;0;0;0;0;3;0;0;0;0;20;34;0;0;0;0;,826;,68;,618;,635
3056;3;4;IV33;2;NEG;rocuronium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;15;29;1;0;0;2;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;11;6;0;0;0;0;,515;,59;,465;,452
3228;3;6;IV33;2;NEG;rocuronium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;0;38;60;14;0;0;4;1;5;10;0;0;0;1;5;0;0;0;0;0;0;0;0;0;7;0;11;0;0;0;0;38;1;1;0;0;0;4;0;0;0;0;18;22;0;0;0;0;,978;,58;,681;,609
3400;3;7;IV33;2;NEG;rocuronium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;0;38;39;14;0;0;1;0;2;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;19;2;0;0;0;0;1;0;0;0;0;7;10;0;0;0;0;,675;,42;,512;,532
3572;3;8;IV33;2;NEG;rocuronium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;27;38;8;0;0;0;0;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;15;0;0;0;0;0;1;0;0;0;0;9;7;0;0;0;0;,715;,48;,572;,542
2541;3;1;IV33;2;NEG;romidepsin;6;1;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;31;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;7;1;0;26;26;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;16;1;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;,493;,3;,324;,374
2713;3;2;IV33;2;NEG;romidepsin;1;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;8;3;0;14;25;9;0;0;1;0;2;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;10;7;0;0;0;0;,438;,29;,266;,379
