dataordernr;SG;ADR;typedataset;CAT_dataset;label;drug;T01_affects;T01_augments;T01_bindswith;T01_bringsabout;T01_causes;T01_coexistswith;T01_complicates;T01_consumptioncontrolledby;T01_contains;T01_controlstransportof;T01_convertsto;T01_disrupts;T01_doesnotaffect;T01_doesnotaugment;T01_doesnotcause;T01_doesnotcoexistwith;T01_doesnotcomplicate;T01_doesnotconvertto;T01_doesnotdisrupt;T01_doesnotinhibit;T01_doesnotinteractwith;T01_doesnotpredispose;T01_doesnotprevent;T01_doesnotproduce;T01_doesnotstimulate;T01_doesnottreat;T01_doesnotuse;T01_exhibits;T01_indicates;T01_inhibits;T01_interactswith;T01_isa;T01_isadministeredto;T01_isassociatedwith;T01_isclassifiedas;T01_iscomparedwith;T01_isderivativeof;T01_isfunctionallyrelatedto;T01_ishigherthan;T01_isingredientof;T01_islocationof;T01_islowerthan;T01_ismanifestationof;T01_ismodifiedby;T01_isnota;T01_isnotadministeredto;T01_isnotassociatedwith;T01_isnothigherthan;T01_isnotlocationof;T01_isnotlowerthan;T01_isnotpartof;T01_isnotprocessof;T01_isnotthesameas;T01_isparentof;T01_ispartof;T01_isprocessof;T01_isthesameas;T01_istributaryof;T01_manages;T01_precedes;T01_predisposes;T01_prevents;T01_produces;T01_stimulates;T01_targets;T01_traverses;T01_treats;T01_uses;T12_affects;T12_augments;T12_bringsabout;T12_causes;T12_coexistswith;T12_complicates;T12_diagnoses;T12_disrupts;T12_doesnotaffect;T12_doesnotaugment;T12_doesnotcause;T12_doesnotcoexistwith;T12_doesnotcomplicate;T12_doesnotdisrupt;T12_doesnotoccurin;T12_doesnotprecede;T12_doesnotpredispose;T12_doesnotprevent;T12_doesnotproduce;T12_doesnottreat;T12_geneproductisbiomarkertype;T12_geneproductmalfunction;T12_geneproductvariantcauses;T12_geneproductvariantresultsinabnormal;T12_indicates;T12_inhibits;T12_isa;T12_isadministeredto;T12_isassociatedwith;T12_isconceptuallyrelatedto;T12_isfunctionallyrelatedto;T12_islocatedat;T12_islocationof;T12_ismanifestationof;T12_isnota;T12_isnotassociatedwith;T12_isnotlocationof;T12_isnotmanifestationof;T12_isnotprocessof;T12_isparentof;T12_isprocessof;T12_measures;T12_occursin;T12_ortholog;T12_precedes;T12_predisposes;T12_prevents;T12_produces;T12_treats;BIN_DILI;pseudoprobMLP_IV33test1155;pseudoprobRF_IV33test1155;probLogistic_IV33test1155;pseudoprobSVM_IV33test1155
1971;2;6;IV33;2;NEG;ibandronate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;0;1;0;2;0;0;2;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;3;0;,571;,195;,466;,563
2143;2;7;IV33;2;NEG;ibandronate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;,568;,367;,486;,57
2315;2;8;IV33;2;NEG;ibandronate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;,513;,18;,465;,471
1286;2;1;IV33;2;POS;imatinib;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;,511;,738;,6;,619
1458;2;2;IV33;2;POS;imatinib;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;,529;,487;,652;,758
1630;2;3;IV33;2;POS;imatinib;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;1;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;,509;,705;,568;,594
1802;2;4;IV33;2;POS;imatinib;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;,509;,667;,535;,5
1974;2;6;IV33;2;POS;imatinib;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;,512;,69;,653;,643
2146;2;7;IV33;2;POS;imatinib;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;,531;,645;,682;,708
2318;2;8;IV33;2;POS;imatinib;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;,51;,82;,558;,528
1290;2;1;IV33;2;POS;leflunomide;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;1;,574;,67;,494;,648
1462;2;2;IV33;2;POS;leflunomide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;3;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;6;1;,52;,75;,506;,646
1634;2;3;IV33;2;POS;leflunomide;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;5;1;,509;,599;,428;,49
1806;2;4;IV33;2;POS;leflunomide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;1;,507;,77;,42;,432
1978;2;6;IV33;2;POS;leflunomide;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;11;0;1;0;1;0;0;3;0;0;1;0;0;1;1;0;2;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;8;1;,549;,67;,448;,552
2150;2;7;IV33;2;POS;leflunomide;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;7;1;,56;,588;,485;,571
2322;2;8;IV33;2;POS;leflunomide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;,509;,826;,437;,473
1292;2;1;IV33;2;POS;levofloxacin;15;0;0;0;0;93;0;0;0;0;0;0;14;0;0;5;0;0;0;12;12;0;0;0;0;0;0;0;0;69;131;15;0;0;3;103;0;0;47;2;0;16;0;0;6;0;0;2;0;0;0;0;0;18;0;0;28;0;0;0;0;0;1;40;0;0;0;3;18;4;0;29;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;0;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2;50;1;,795;,66;,109;,189
1464;2;2;IV33;2;POS;levofloxacin;0;0;0;0;0;25;0;0;0;0;0;0;3;0;0;5;0;0;0;14;5;0;0;0;2;0;0;0;0;21;41;2;0;0;0;20;0;0;11;1;0;3;0;0;2;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;11;0;0;0;2;21;4;0;11;0;0;0;3;3;0;0;0;0;0;0;0;1;1;0;4;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;16;8;5;34;1;,805;,33;,443;,696
1636;2;3;IV33;2;POS;levofloxacin;12;0;0;0;0;79;0;0;0;0;0;0;16;0;0;5;0;0;0;9;10;0;0;0;1;0;0;0;0;85;113;9;0;0;1;95;0;0;36;1;0;10;0;0;3;0;0;1;0;0;0;0;1;10;0;0;16;0;0;0;0;0;0;36;0;0;0;3;30;8;1;62;0;2;0;2;4;0;1;0;0;0;0;0;0;4;0;5;0;0;0;0;129;0;0;14;46;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;11;18;3;109;1;,8;,67;,839;,794
1808;2;4;IV33;2;POS;levofloxacin;4;0;0;0;0;62;0;0;0;0;0;0;12;0;0;5;0;0;0;6;7;0;0;0;1;0;0;0;0;24;101;5;0;0;0;82;0;0;34;1;0;10;0;0;3;0;0;1;0;0;0;0;0;3;0;0;16;0;0;0;0;0;0;18;0;0;0;1;29;8;11;89;0;1;0;14;4;1;6;0;0;1;0;0;2;2;1;4;0;0;0;0;27;0;0;2;22;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;12;13;4;21;1;,283;,59;,389;,554
1980;2;6;IV33;2;POS;levofloxacin;13;0;0;0;0;120;0;0;0;0;0;0;25;0;0;5;0;0;0;12;9;0;0;0;1;0;0;0;0;49;167;13;0;0;3;154;0;0;63;2;0;21;0;0;5;0;0;1;0;0;0;0;2;4;0;0;29;0;0;0;0;0;0;43;0;1;0;2;37;6;15;104;0;1;0;2;8;0;8;0;0;1;0;0;1;3;0;20;0;0;0;0;37;0;0;30;33;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;11;6;2;125;1;,999;,64;,328;,605
2152;2;7;IV33;2;POS;levofloxacin;3;0;0;0;0;47;0;0;0;0;0;0;11;0;0;6;0;0;0;4;3;0;0;0;0;0;0;0;0;20;73;6;0;0;0;50;0;0;25;2;0;7;0;0;4;0;0;0;0;0;0;0;0;3;0;0;10;0;0;0;0;0;0;19;0;0;0;1;15;0;5;38;0;0;0;1;3;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;22;0;0;3;19;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;4;3;29;1;,785;,48;,294;,463
2324;2;8;IV33;2;POS;levofloxacin;10;0;0;0;0;28;0;0;0;0;0;0;2;0;0;2;0;0;0;8;7;0;0;0;1;0;0;0;0;70;36;7;0;0;0;35;0;0;20;1;0;6;1;0;3;0;0;1;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;19;0;0;0;1;10;2;2;33;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;62;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;14;1;,736;,44;,12;,524
1293;2;1;IV33;2;NEG;levoleucovorin;42;42;0;0;0;77;0;0;0;0;3;0;0;0;0;5;0;0;0;7;9;0;0;0;5;0;0;0;0;87;63;14;0;0;0;44;0;0;17;0;0;6;1;0;1;0;0;3;0;0;0;0;0;14;0;0;7;0;0;0;0;0;1;73;0;0;0;13;10;4;0;15;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;27;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;10;1;80;0;,004;,68;,00800000000000001;,197
1465;2;2;IV33;2;NEG;levoleucovorin;3;2;0;0;0;42;0;0;0;0;3;0;0;0;0;2;0;0;0;12;8;0;0;0;3;0;0;0;0;17;37;8;0;0;0;29;0;0;14;0;0;5;1;0;1;0;0;3;0;0;0;0;0;2;0;0;6;0;0;0;0;0;0;15;0;0;0;10;18;6;0;16;0;0;0;1;2;0;0;0;0;0;0;0;1;1;0;5;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;16;6;1;34;0;,579;,53;,0580000000000001;,306
1637;2;3;IV33;2;NEG;levoleucovorin;34;42;0;0;0;71;0;0;0;0;4;0;0;0;0;4;0;0;0;5;7;0;0;0;6;0;0;0;0;82;55;10;0;0;0;36;0;0;15;0;0;6;1;0;1;0;0;3;0;0;0;0;0;13;0;0;3;0;0;0;0;0;0;61;0;0;0;7;18;2;3;45;0;2;0;2;2;0;1;0;0;0;0;0;0;2;0;4;0;0;0;0;73;0;0;7;26;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;13;0;55;0;,003;,57;,01;,184
1809;2;4;IV33;2;NEG;levoleucovorin;9;2;0;0;0;50;0;0;0;0;1;0;0;0;0;4;0;0;0;2;7;0;0;0;3;0;0;0;0;23;43;8;0;0;0;28;0;0;13;0;0;5;1;0;1;0;0;3;0;0;0;0;0;2;0;0;4;0;0;0;0;0;0;21;0;0;0;9;14;10;13;36;0;1;0;9;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;0;15;0;0;2;28;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;11;11;2;17;0;,288;,56;,0649999999999999;,304
1981;2;6;IV33;2;NEG;levoleucovorin;68;84;0;0;0;150;0;0;0;0;8;0;0;0;0;10;0;0;0;4;13;0;0;0;9;0;0;0;0;148;98;19;0;0;0;84;0;0;34;0;0;13;2;0;2;0;0;6;0;0;0;0;0;23;0;0;10;0;0;0;0;0;0;123;0;0;0;20;39;11;30;104;0;4;0;10;4;2;10;0;0;1;0;0;3;7;1;8;0;0;0;0;139;0;0;35;46;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;27;19;2;83;0;0;,73;0;,055
2153;2;7;IV33;2;NEG;levoleucovorin;62;84;0;0;0;86;0;0;0;0;4;0;0;0;0;8;0;0;0;3;12;0;0;0;8;0;0;0;0;135;67;10;0;0;0;54;0;0;28;0;0;10;2;0;2;0;0;4;0;0;0;0;0;12;0;0;9;0;0;0;0;0;0;116;0;0;0;18;28;3;13;42;0;1;0;4;6;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;94;0;0;16;36;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;10;6;6;62;0;0;,69;0;,086
2325;2;8;IV33;2;NEG;levoleucovorin;2;0;0;0;0;31;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;0;0;0;3;0;0;0;0;9;27;3;0;0;0;17;0;0;7;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;3;6;3;4;20;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;14;0;,524;,3;,484;,495
1295;2;1;IV33;2;NEG;loratadine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;,637;,872;,569;,711
1467;2;2;IV33;2;NEG;loratadine;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;,553;,832;,639;,77
1639;2;3;IV33;2;NEG;loratadine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;,514;,839;,472;,534
1811;2;4;IV33;2;NEG;loratadine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;,514;,203;,474;,491
1983;2;6;IV33;2;NEG;loratadine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;3;0;1;0;1;0;0;3;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;2;0;,619;,61;,534;,651
2155;2;7;IV33;2;NEG;loratadine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;,584;,871;,519;,611
2327;2;8;IV33;2;NEG;loratadine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;,517;,924;,486;,53
1296;2;1;IV33;2;POS;maraviroc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;1;,718;,137;,579;,71
1468;2;2;IV33;2;POS;maraviroc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;,528;,343;,519;,591
1640;2;3;IV33;2;POS;maraviroc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;,51;,168;,418;,436
1812;2;4;IV33;2;POS;maraviroc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;,513;,243;,459;,475
1984;2;6;IV33;2;POS;maraviroc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;3;0;1;0;1;0;0;2;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;1;,566;,104;,466;,562
2156;2;7;IV33;2;POS;maraviroc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;,57;,225;,498;,581
2328;2;8;IV33;2;POS;maraviroc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;,514;,412;,464;,471
1304;2;1;IV33;2;NEG;miglitol;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;,555;,772;,455;,556
1476;2;2;IV33;2;NEG;miglitol;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;,51;,938;,417;,438
